0.0518384	0.0014017	0.0901905	0.00507055	0.126476	0.0113827	0.151337	0.0202761	0.153769	0.0313091	0.120945	0.0437331	0.0382758	0.0565799	-0.110154	0.068768	-0.34064	0.0792247	-0.668245	0.0870179	-1.10437	0.0914835	-0.658341	0.0923287	-0.327992	0.0896765	-0.0991912	0.084012	0.0457121	0.0760718	0.12547	0.0667106	0.158354	0.0567668	0.161239	0.0469405	0.14917	0.0376896	0.137838	0.0291471	0.127203	0.0212735	0.117226	0.0140311	0.107872	0.00738417	0.0991066	0.00129897	0.0908975	-0.00425663	0.083214	-0.00931307	0.0760269	-0.0138992	0.0693086	-0.0180424	0.0630329	-0.0217687	0.0571749	-0.0251025	0.0517112	-0.0280673	0.0466193	-0.0306851	0.0418782	-0.0329768	0.0374676	-0.0349622	0.0333686	-0.0366603	0.0295631	-0.0380886	0.0260341	-0.0392642	0.0227653	-0.0402029	0.0197415	-0.0409199	0.0169481	-0.0414295	0.0143713	-0.0417451	0.0119981	-0.0418796	0.00981621	-0.0418451	0.00781388	-0.0416531	0.00598008	-0.0413144	0.00430435	-0.0408393	0.00277679	-0.0402374	0.00138804	-0.0395178	0.000129236	-0.0386893	-0.001008	-0.03776	-0.00203157	-0.0367376	-0.00294898	-0.0356294	-0.0037673	-0.0344422	-0.0044932	-0.0331826	-0.00513301	-0.0318567	-0.00569268	-0.0304702	-0.00617785	-0.0290285	-0.00659383	-0.0275368	-0.00694562	-0.0259999	-0.00723796	-0.0244224	-0.00747531	-0.0228085	-0.00766188	-0.0211622	-0.00780161	-0.0194873	-0.00789825	-0.0177873	-0.00795531	-0.0160657	-0.0079761	-0.0143255	-0.00796372	-0.0125697	-0.00792111	-0.0108009	-0.00785102	-0.00902189	-0.00775604	-0.00723496	-0.00763858	-0.0054424	-0.00750094	-0.00364632	-0.00734525	-0.00184869	-0.00717352	-5.13518e-05	-0.00698761	0.00174398	-0.00678931	0.0035357	-0.00658023	0.00532233	-0.00636194	0.00710248	-0.00613586	0.00887488	-0.00590334	0.0106383	-0.00566562	0.0123917	-0.00542389	0.0141341	-0.00517921	0.0158645	-0.00493259	0.017582	-0.00468499	0.0192859	-0.00443726	0.0209754	-0.0041902	0.0226499	-0.00394457	0.0243087	-0.00370105	0.0259514	-0.00346028	0.0275774	-0.00322282	0.0291863	-0.00298923	0.0307778	-0.00275999	0.0323513	-0.00253554	0.0339067	-0.00231629	0.0354436	-0.00210262	0.0369619	-0.00189484	0.0384612	-0.00169328	0.0399415	-0.00149818	0.0414027	
-0.00635556	0.00387682	-0.00407677	0.0135161	0.00454438	0.0290159	0.0195572	0.0488856	0.0395717	0.0702402	0.0618022	0.0889944	0.0820651	0.10006	0.0947622	0.0975527	0.0928962	0.0750071	0.0681782	0.0256152	0.0112999	-0.0575227	-0.08755	-0.181128	-0.141266	-0.25489	-0.164328	-0.290962	-0.168455	-0.300146	-0.162183	-0.291704	-0.150664	-0.273197	-0.135615	-0.250374	-0.115363	-0.227099	-0.0965705	-0.205314	-0.0791585	-0.184939	-0.0630514	-0.165899	-0.0481778	-0.148121	-0.0344697	-0.131538	-0.0218627	-0.116084	-0.0102956	-0.101699	0.000289617	-0.0883236	0.00994804	-0.0759027	0.0187319	-0.0643838	0.0266909	-0.053717	0.0338719	-0.0438552	0.0403197	-0.0347533	0.0460765	-0.0263687	0.0511825	-0.0186611	0.0556757	-0.0115922	0.0595922	-0.00512558	0.0629663	0.000773232	0.0658304	0.00613691	0.0682152	0.0109965	0.0701499	0.0153813	0.0716621	0.0193192	0.072778	0.0228366	0.0735223	0.0259586	0.0739186	0.0287089	0.073989	0.03111	0.0737547	0.033183	0.0732355	0.0349483	0.0724504	0.0364249	0.0714172	0.037631	0.0701528	0.0385835	0.0686732	0.0392988	0.0669936	0.0397922	0.0651282	0.0400783	0.0630906	0.0401707	0.0608936	0.0400824	0.0585492	0.0398259	0.0560689	0.0394126	0.0534634	0.0388536	0.050743	0.0381594	0.0479172	0.0373396	0.0449952	0.0364035	0.0419855	0.0353601	0.0388961	0.0342174	0.0357348	0.0329833	0.0325086	0.0316653	0.0292243	0.0302702	0.0258883	0.0288045	0.0225066	0.0272746	0.0190849	0.0256862	0.0156284	0.0240447	0.0121421	0.0223554	0.00863068	0.0206232	0.00509861	0.0188526	0.00154997	0.0170478	-0.00201135	0.0152131	-0.00558173	0.013352	-0.00915778	0.0114684	-0.0127363	0.00956538	-0.0163143	0.00764622	-0.019889	0.00571383	-0.0234579	0.00377098	-0.0270185	0.00182025	-0.0305685	-0.000135946	-0.0341058	-0.00209535	-0.0376286	-0.00405585	-0.0411349	-0.00601547	-0.0446231	-0.0079724	-0.0480917	-0.00992491	-0.0515392	-0.0118714	-0.0549643	-0.0138105	-0.0583658	-0.0157407	-0.0617425	-0.0176608	-0.0650935	-0.0195696	-0.0684177	-0.021466	-0.0717144	-0.0233491	-0.0749828	-0.025218	-0.0782221	-0.0270717	-0.0814317	-0.0289095	-0.0846111	-0.0307308	
0.0462608	0.00112828	0.0833706	0.00415966	0.122656	0.00952259	0.157388	0.0173099	0.179292	0.0272973	0.178234	0.0389743	0.142044	0.0515918	0.0565943	0.0642294	-0.0937484	0.075884	-0.325166	0.0855781	-0.652766	0.0924792	-1.08815	0.0960189	-0.64102	0.0959878	-0.309752	0.0925765	-0.0809574	0.0863176	0.0620691	0.0779748	0.136933	0.0684102	0.16058	0.0584534	0.148431	0.0487838	0.137026	0.0398334	0.126324	0.0315622	0.116288	0.0239322	0.106881	0.0169074	0.0980683	0.0104538	0.0898183	0.00453888	0.0820995	-0.00086799	0.0748825	-0.00579595	0.0681397	-0.0102726	0.0618445	-0.0143242	0.0559719	-0.0179755	0.0504981	-0.0212501	0.0454007	-0.0241702	0.0406582	-0.0267571	0.0362504	-0.0290306	0.0321582	-0.03101	0.0283632	-0.032713	0.0248483	-0.0341568	0.0215971	-0.0353574	0.0185942	-0.0363302	0.0158249	-0.0370896	0.0132752	-0.0376494	0.0109321	-0.0380224	0.00878307	-0.0382209	0.0068163	-0.0382566	0.00502062	-0.0381404	0.00338547	-0.0378827	0.00190084	-0.0374933	0.000557275	-0.0369815	-0.000654191	-0.036356	-0.00174202	-0.0356252	-0.00271424	-0.0347969	-0.0035784	-0.0338784	-0.00434168	-0.0328768	-0.00501083	-0.0317986	-0.00559225	-0.0306501	-0.00609198	-0.0294371	-0.00651571	-0.0281651	-0.00686883	-0.0268394	-0.00715643	-0.0254649	-0.0073833	-0.0240462	-0.00755395	-0.0225876	-0.00767266	-0.0210934	-0.00774344	-0.0195672	-0.00777009	-0.0180128	-0.00775616	-0.0164336	-0.00770503	-0.0148327	-0.00761986	-0.0132132	-0.00750362	-0.0115779	-0.00735911	-0.00992943	-0.00718896	-0.00827031	-0.00699565	-0.00660283	-0.0067815	-0.00492919	-0.00654868	-0.0032514	-0.00629925	-0.00157137	-0.00603512	0.000109121	-0.00575808	0.00178843	-0.00546982	0.003465	-0.00517191	0.00513741	-0.00486582	0.00680432	-0.00455293	0.0084645	-0.00423451	0.0101168	-0.00391177	0.0117601	-0.00358582	0.0133936	-0.0032577	0.0150161	-0.00292836	0.016627	-0.00259871	0.0182255	-0.00226957	0.0198109	-0.00194171	0.0213824	-0.00161585	0.0229396	-0.00129263	0.0244819	-0.000972668	0.0260088	-0.000656512	0.0275199	-0.000344674	0.0290148	-3.76185e-05	0.0304931	0.000264228	0.0319546	0.000560478	0.0333989	0.00085078	0.0348258	0.00113482	0.0362352	0.00141231	0.0376269	
-0.00975955	0.00374867	-0.0109752	0.0133267	-0.00659078	0.0292912	0.00413045	0.0508146	0.0207422	0.0758205	0.0416421	0.101118	0.0640425	0.122536	0.0839043	0.135071	0.0958684	0.133037	0.0932288	0.11024	0.0680051	0.0601694	0.0111828	-0.0237871	-0.0868004	-0.14811	-0.138667	-0.222328	-0.158838	-0.258537	-0.159138	-0.267619	-0.148412	-0.25907	-0.132395	-0.240861	-0.113715	-0.219342	-0.0963638	-0.199182	-0.0802708	-0.180307	-0.065367	-0.162649	-0.0515875	-0.146143	-0.0388707	-0.130726	-0.0271581	-0.116341	-0.016394	-0.10293	-0.00652581	-0.0904423	0.00249651	-0.0788262	0.0107204	-0.0680343	0.018191	-0.0580212	0.024951	-0.0487441	0.0310409	-0.0401621	0.0364992	-0.0322365	0.0413623	-0.0249305	0.045665	-0.0182095	0.0494398	-0.0120402	0.0527181	-0.00639139	0.0555292	-0.00123329	0.0579011	0.00346227	0.0598604	0.00772205	0.0614321	0.0115714	0.0626401	0.0150343	0.0635068	0.0181336	0.0640538	0.0208908	0.0643011	0.0233265	0.064268	0.02546	0.0639727	0.0273096	0.0634323	0.0288928	0.0626631	0.0302261	0.0616805	0.0313251	0.060499	0.0322045	0.0591325	0.0328784	0.057594	0.0333599	0.0558958	0.0336617	0.0540496	0.0337956	0.0520664	0.0337728	0.0499567	0.0336039	0.0477302	0.0332989	0.0453963	0.0328675	0.0429638	0.0323185	0.0404409	0.0316603	0.0378355	0.0309011	0.0351549	0.0300484	0.0324062	0.0291093	0.0295958	0.0280906	0.0267301	0.0269986	0.0238147	0.0258394	0.0208552	0.0246186	0.0178568	0.0233416	0.0148243	0.0220133	0.0117623	0.0206386	0.00867505	0.0192219	0.00556668	0.0177674	0.00244094	0.0162791	-0.000698614	0.0147607	-0.00384863	0.0132157	-0.00700599	0.0116474	-0.0101678	0.0100589	-0.0133312	0.00845301	-0.0164937	0.00683256	-0.019653	0.00520006	-0.0228067	0.0035579	-0.0259527	0.00190834	-0.0290892	0.000253447	-0.0322144	-0.00140481	-0.0353264	-0.00306459	-0.0384239	-0.00472421	-0.0415052	-0.00638206	-0.0445692	-0.00803667	-0.0476145	-0.00968665	-0.05064	-0.0113307	-0.0536447	-0.0129677	-0.0566276	-0.0145965	-0.0595878	-0.0162161	-0.0625245	-0.0178255	-0.065437	-0.0194239	-0.0683245	-0.0210105	-0.0711866	-0.0225845	-0.0740227	-0.0241453	
0.0389612	0.000773756	0.0722738	0.00293698	0.110362	0.00691911	0.148815	0.0129386	0.181887	0.0209849	0.202111	0.0308118	0.19997	0.0419461	0.163726	0.0537159	0.0794889	0.0653016	-0.0683446	0.0758107	-0.296156	0.0843744	-0.619518	0.0902581	-1.0508	0.0929737	-0.600844	0.0923711	-0.269535	0.0886779	-0.0454317	0.0824442	0.0858118	0.0744376	0.139082	0.0655208	0.128375	0.0565329	0.118327	0.0481875	0.108904	0.040449	0.10007	0.0332839	0.091795	0.0266604	0.0840475	0.0205482	0.076799	0.0149187	0.0700221	0.00974468	0.0636908	0.00500035	0.0577805	0.000661235	0.0522679	-0.00329586	0.0471307	-0.00689295	0.042348	-0.0101509	0.0378999	-0.0130895	0.0337674	-0.0157275	0.0299326	-0.0180826	0.0263785	-0.0201718	0.023089	-0.0220109	0.0200488	-0.0236151	0.0172435	-0.0249988	0.0146593	-0.0261755	0.0122832	-0.0271581	0.010103	-0.0279587	0.0081069	-0.0285888	0.00628393	-0.0290595	0.00462359	-0.029381	0.00311599	-0.029563	0.00175173	-0.0296149	0.000521944	-0.0295454	-0.000581779	-0.0293628	-0.00156739	-0.0290749	-0.00244242	-0.028689	-0.00321398	-0.0282122	-0.00388881	-0.0276511	-0.00447327	-0.027012	-0.00497338	-0.0263006	-0.00539482	-0.0255227	-0.00574298	-0.0246834	-0.00602292	-0.0237877	-0.00623945	-0.0228402	-0.00639709	-0.0218455	-0.00650011	-0.0208076	-0.00655256	-0.0197305	-0.00655822	-0.0186179	-0.0065207	-0.0174732	-0.00644338	-0.0162997	-0.00632944	-0.0151005	-0.0061819	-0.0138785	-0.00600357	-0.0126364	-0.00579713	-0.0113768	-0.00556507	-0.010102	-0.00530977	-0.00881438	-0.00503343	-0.00751599	-0.00473815	-0.00620882	-0.00442587	-0.00489472	-0.00409843	-0.00357543	-0.00375757	-0.00225259	-0.00340489	-0.000927693	-0.00304191	0.000397825	-0.00267004	0.00172265	-0.00229063	0.00304554	-0.0019049	0.00436536	-0.00151402	0.00568104	-0.00111907	0.00699158	-0.000721062	0.00829607	-0.000320937	0.00959366	8.04307e-05	0.0108836	0.000482225	0.012165	0.000883688	0.0134375	0.00128412	0.0147002	0.00168287	0.0159526	0.00207934	0.0171943	0.00247297	0.0184247	0.00286325	0.0196434	0.00324971	0.0208501	0.00363191	0.0220444	0.00400947	0.0232259	0.00438203	0.0243944	0.00474924	0.0255497	0.00511082	0.0266915	0.0054665	0.0278197	
-0.0114982	0.00329666	-0.0153834	0.0119329	-0.0148483	0.0267755	-0.00872403	0.0475885	0.00327379	0.073103	0.0205521	0.101085	0.0415895	0.128406	0.0638381	0.151114	0.0835969	0.164521	0.0958883	0.163298	0.0943792	0.141599	0.0713995	0.0931958	0.0181239	0.0116506	-0.0750089	-0.109498	-0.120985	-0.179954	-0.134844	-0.212225	-0.129466	-0.217868	-0.115293	-0.207352	-0.100269	-0.189938	-0.0862928	-0.173595	-0.0733096	-0.158269	-0.0612651	-0.143906	-0.0501086	-0.130453	-0.0397915	-0.117862	-0.0302681	-0.106088	-0.0214947	-0.0950859	-0.0134299	-0.0848148	-0.00603447	-0.0752351	0.000728832	-0.0663091	0.0068954	-0.0580015	0.0124988	-0.0502783	0.0175708	-0.0431075	0.0221418	-0.0364587	0.0262402	-0.0303031	0.0298935	-0.0246132	0.0331272	-0.0193631	0.0359659	-0.014528	0.0384327	-0.0100847	0.0405498	-0.00601082	0.0423378	-0.00228542	0.0438166	0.00111148	0.045005	0.00419881	0.0459206	0.00699451	0.0465803	0.00951561	0.0470001	0.0117782	0.047195	0.0137977	0.0471793	0.0155884	0.0469667	0.0171642	0.0465699	0.018538	0.0460011	0.0197222	0.0452718	0.0207285	0.0443929	0.0215678	0.0433746	0.0222507	0.0422268	0.0227872	0.0409586	0.0231865	0.0395788	0.0234576	0.0380956	0.0236088	0.0365168	0.0236482	0.0348497	0.0235833	0.0331013	0.0234211	0.0312783	0.0231684	0.0293867	0.0228316	0.0274324	0.0224166	0.0254211	0.0219292	0.0233578	0.0213748	0.0212475	0.0207583	0.0190949	0.0200846	0.0169043	0.0193583	0.0146799	0.0185835	0.0124254	0.0177642	0.0101447	0.0169044	0.00784099	0.0160075	0.00551764	0.015077	0.00317765	0.014116	0.000823882	0.0131274	-0.001541	0.0121142	-0.00391447	0.0110789	-0.00629418	0.0100241	-0.00867792	0.00895205	-0.0110636	0.00786499	-0.0134494	0.00676499	-0.0158333	0.00565397	-0.0182138	0.00453376	-0.0205892	0.00340606	-0.0229581	0.00227247	-0.0253191	0.00113447	-0.027671	-6.52672e-06	-0.0300125	-0.00114923	-0.0323425	-0.00229241	-0.0346601	-0.00343494	-0.0369643	-0.00457575	-0.0392542	-0.00571386	-0.0415291	-0.00684836	-0.0437881	-0.00797839	-0.0460306	-0.00910316	-0.048256	-0.0102219	-0.0504638	-0.0113341	-0.0526533	-0.0124389	-0.0548242	-0.0135359	
0.0311901	0.000338138	0.059414	0.00140134	0.0937908	0.00356585	0.13188	0.00714095	0.170185	0.0123185	0.203734	0.0191317	0.225663	0.027428	0.226877	0.0368586	0.195836	0.0468906	0.118581	0.0568438	-0.0208945	0.0659528	-0.239789	0.0734538	-0.554992	0.0786891	-0.980791	0.0812155	-0.53061	0.0808976	-0.207656	0.0779539	-0.00451417	0.0729141	0.0885189	0.0665322	0.0813061	0.0596874	0.0745467	0.0532923	0.0682164	0.0473227	0.0622921	0.0417556	0.056752	0.0365691	0.0515754	0.0317425	0.0467425	0.0272562	0.0422346	0.0230914	0.0380339	0.0192305	0.0341237	0.0156566	0.0304879	0.0123538	0.0271114	0.0093069	0.0239797	0.00650163	0.0210793	0.00392432	0.0183971	0.00156205	0.0159208	-0.000597443	0.0136389	-0.00256577	0.0115402	-0.00435397	0.00961434	-0.00597248	0.00785128	-0.00743121	0.00624163	-0.00873956	0.00477646	-0.00990643	0.0034473	-0.0109403	0.00224612	-0.011849	0.00116533	-0.0126404	0.000197699	-0.0133214	-0.000663583	-0.0138989	-0.00142499	-0.0143794	-0.00209264	-0.0147689	-0.00267234	-0.0150733	-0.00316958	-0.0152979	-0.00358957	-0.0154479	-0.00393722	-0.0155284	-0.00421719	-0.0155438	-0.00443388	-0.0154985	-0.00459148	-0.0153968	-0.00469392	-0.0152425	-0.00474492	-0.0150393	-0.00474803	-0.0147907	-0.00470656	-0.0145001	-0.00462367	-0.0141705	-0.00450234	-0.013805	-0.00434537	-0.0134062	-0.00415543	-0.0129769	-0.003935	-0.0125195	-0.00368647	-0.0120363	-0.00341206	-0.0115295	-0.00311387	-0.0110013	-0.00279389	-0.0104537	-0.002454	-0.00988831	-0.00209594	-0.00930704	-0.00172138	-0.0087115	-0.00133189	-0.00810322	-0.000928935	-0.00748366	-0.000513895	-0.00685416	-8.80719e-05	-0.00621602	0.000347311	-0.00557043	0.000791105	-0.00491852	0.00124223	-0.00426134	0.00169969	-0.0035999	0.00216251	-0.0029351	0.00262983	-0.00226783	0.0031008	-0.0015989	0.00357464	-0.000929054	0.00405064	-0.000259013	0.0045281	0.000410566	0.0050064	0.00107907	0.00548494	0.00174592	0.00596317	0.00241059	0.00644058	0.00307258	0.00691669	0.00373144	0.00739106	0.00438674	0.00786328	0.00503808	0.00833297	0.00568511	0.00879977	0.0063275	0.00926337	0.00696493	0.00972347	0.00759713	0.0101798	0.00822384	0.0106321	0.00884482	0.0110801	0.00945987	0.0115237	0.0100688	
-0.0115901	0.00255393	-0.017221	0.0094553	-0.0199166	0.0217422	-0.0182991	0.0396993	-0.0115459	0.0628568	0.0005909	0.0899875	0.0177144	0.119104	0.0386614	0.147457	0.0613377	0.171544	0.0825277	0.187127	0.0977015	0.189267	0.10086	0.172378	0.0844624	0.130312	0.0395055	0.0564629	-0.0441813	-0.056095	-0.0807581	-0.117884	-0.0871411	-0.142623	-0.0789282	-0.143521	-0.070219	-0.133156	-0.0620886	-0.123387	-0.0545064	-0.114182	-0.0474433	-0.105512	-0.0408716	-0.0973502	-0.034765	-0.089669	-0.0290987	-0.0824437	-0.023849	-0.0756505	-0.0189932	-0.0692667	-0.0145102	-0.0632708	-0.0103796	-0.0576423	-0.00658206	-0.0523618	-0.00309942	-0.047411	8.5709e-05	-0.0427723	0.00298981	-0.0384291	0.00562852	-0.0343656	0.00801669	-0.0305668	0.0101684	-0.0270185	0.012097	-0.0237073	0.0138152	-0.0206201	0.0153351	-0.017745	0.016668	-0.0150703	0.0178247	-0.012585	0.0188157	-0.0102788	0.0196505	-0.00814184	0.0203385	-0.00616464	0.0208884	-0.00433836	0.0213086	-0.00265454	0.0216068	-0.00110519	0.0217906	0.000317286	0.0218671	0.00162009	0.021843	0.00281007	0.0217245	0.00389368	0.0215178	0.00487708	0.0212286	0.0057661	0.0208623	0.00656625	0.0204239	0.00728277	0.0199183	0.00792062	0.0193501	0.00848451	0.0187237	0.00897889	0.0180432	0.00940798	0.0173124	0.00977578	0.0165351	0.0100861	0.0157146	0.0103425	0.0148544	0.0105483	0.0139574	0.0107069	0.0130267	0.0108212	0.0120651	0.0108942	0.0110751	0.0109285	0.0100592	0.0109267	0.00901976	0.0108913	0.00795901	0.0108246	0.00687901	0.0107288	0.00578173	0.0106059	0.00466902	0.0104578	0.00354262	0.0102865	0.00240418	0.0100936	0.00125525	0.00988082	9.72846e-05	0.00964969	-0.00106835	0.00940167	-0.00224035	0.00913815	-0.00341752	0.00886043	-0.00459872	0.00856973	-0.00578287	0.00826721	-0.00696898	0.00795397	-0.00815609	0.00763104	-0.00934334	0.00729937	-0.0105299	0.00695988	-0.011715	0.00661342	-0.0128979	0.00626081	-0.0140779	0.0059028	-0.0152545	0.0055401	-0.016427	0.00517338	-0.0175948	0.00480325	-0.0187576	0.00443032	-0.0199147	0.00405513	-0.0210658	0.0036782	-0.0222104	0.0033	-0.0233483	0.00292099	-0.024479	0.00254159	-0.0256022	0.00216219	
0.023771	-0.000184835	0.0465123	-0.00046921	0.07593	-0.000585769	0.111222	-0.000170277	0.150845	0.00115808	0.192085	0.003724	0.230606	0.00773425	0.259982	0.0132308	0.271288	0.0200631	0.252802	0.0278833	0.18991	0.0361688	0.0653407	0.044273	-0.140127	0.0515036	-0.44632	0.0572242	-0.871507	0.060966	-0.434216	0.0625321	-0.143869	0.0620625	-0.00022244	0.0600205	-0.00133401	0.0571414	-0.0023507	0.0543747	-0.00327727	0.0517156	-0.00411824	0.0491593	-0.00487793	0.0467013	-0.00556045	0.0443374	-0.0061697	0.0420636	-0.0067094	0.0398758	-0.0071831	0.0377704	-0.00759417	0.0357439	-0.00794582	0.0337929	-0.00824113	0.0319142	-0.00848299	0.0301046	-0.00867418	0.0283613	-0.00881734	0.0266815	-0.008915	0.0250625	-0.00896954	0.0235018	-0.00898324	0.0219968	-0.00895827	0.0205454	-0.00889671	0.0191453	-0.00880053	0.0177943	-0.00867159	0.0164905	-0.00851168	0.0152319	-0.0083225	0.0140167	-0.00810568	0.0128431	-0.00786274	0.0117094	-0.00759517	0.0106141	-0.00730436	0.00955562	-0.00699164	0.00853244	-0.00665827	0.00754321	-0.00630547	0.00658657	-0.00593438	0.00566124	-0.0055461	0.00476601	-0.00514166	0.00389971	-0.00472206	0.0030612	-0.00428825	0.00224944	-0.00384112	0.00146338	-0.00338153	0.000702054	-0.00291029	-3.54756e-05	-0.00242818	-0.000750107	-0.00193594	-0.0014427	-0.00143427	-0.00211407	-0.000923835	-0.00276501	-0.000405277	-0.00339626	0.0001208	-0.00400856	0.000653819	-0.00460259	0.00119323	-0.00517901	0.00173851	-0.00573846	0.00228917	-0.00628154	0.00284473	-0.00680883	0.00340474	-0.0073209	0.00396878	-0.00781828	0.00453643	-0.00830148	0.00510732	-0.00877099	0.00568107	-0.00922729	0.00625733	-0.00967082	0.00683577	-0.010102	0.00741607	-0.0105213	0.00799795	-0.0109291	0.00858109	-0.0113258	0.00916525	-0.0117117	0.00975016	-0.0120872	0.0103356	-0.0124526	0.0109213	-0.0128083	0.011507	-0.0131546	0.0120926	-0.0134918	0.0126778	-0.0138201	0.0132625	-0.0141399	0.0138465	-0.0144514	0.0144295	-0.0147549	0.0150115	-0.0150506	0.0155924	-0.0153388	0.0161718	-0.0156197	0.0167498	-0.0158935	0.0173262	-0.0161605	0.0179008	-0.0164208	0.0184736	-0.0166746	0.0190445	-0.0169222	0.0196132	-0.0171637	0.0201798	-0.0173993	0.0207442	-0.0176291	
-0.0101317	0.00155207	-0.0165722	0.00600986	-0.0217708	0.014456	-0.024331	0.0276281	-0.02306	0.0458423	-0.0170217	0.068915	-0.0056281	0.0960839	0.0112215	0.125929	0.0329511	0.156297	0.0580715	0.184234	0.0839056	0.205926	0.106297	0.216659	0.119333	0.210804	0.115125	0.181816	0.0837214	0.122278	0.0132092	0.023968	-0.0132999	-0.025479	-0.0166201	-0.0422192	-0.0175558	-0.0425316	-0.0183666	-0.0427252	-0.0190603	-0.042808	-0.0196446	-0.0427873	-0.0201264	-0.0426702	-0.0205124	-0.0424633	-0.020809	-0.0421728	-0.0210221	-0.0418048	-0.0211575	-0.0413647	-0.0212204	-0.0408579	-0.0212159	-0.0402895	-0.0211489	-0.039664	-0.0210237	-0.038986	-0.0208447	-0.0382597	-0.0206159	-0.037489	-0.0203412	-0.0366777	-0.0200239	-0.0358293	-0.0196677	-0.0349471	-0.0192756	-0.0340343	-0.0188506	-0.0330939	-0.0183956	-0.0321286	-0.0179133	-0.0311409	-0.0174061	-0.0301335	-0.0168764	-0.0291086	-0.0163264	-0.0280683	-0.0157583	-0.0270147	-0.015174	-0.0259498	-0.0145753	-0.0248753	-0.013964	-0.0237928	-0.0133417	-0.0227041	-0.01271	-0.0216106	-0.0120701	-0.0205135	-0.0114236	-0.0194144	-0.0107716	-0.0183142	-0.0101153	-0.0172143	-0.00945585	-0.0161156	-0.00879422	-0.015019	-0.00813137	-0.0139256	-0.00746819	-0.0128362	-0.00680552	-0.0117515	-0.00614412	-0.0106722	-0.00548471	-0.00959914	-0.00482794	-0.00853281	-0.00417443	-0.00747382	-0.00352475	-0.00642268	-0.00287942	-0.0053799	-0.00223893	-0.0043459	-0.00160371	-0.00332109	-0.000974182	-0.00230585	-0.000350709	-0.0013005	0.000266366	-0.000305355	0.000876734	0.000679326	0.00148011	0.00165329	0.00207625	0.00261633	0.00266492	0.00356825	0.00324592	0.00450888	0.00381906	0.00543808	0.00438419	0.00635573	0.00494116	0.00726171	0.00548986	0.00815594	0.00603018	0.00903835	0.00656203	0.0099089	0.00708534	0.0107675	0.00760006	0.0116142	0.00810613	0.012449	0.00860354	0.0132718	0.00909225	0.0140827	0.00957226	0.0148817	0.0100436	0.0156688	0.0105062	0.016444	0.0109601	0.0172075	0.0114055	0.0179593	0.0118422	0.0186994	0.0122703	0.019428	0.0126899	0.020145	0.0131011	0.0208506	0.0135039	0.0215449	0.0138984	0.022228	0.0142845	0.0228999	0.0146625	0.0235608	0.0150324	0.0242108	
0.0171918	-0.00080663	0.0346453	-0.00271422	0.0587455	-0.0056207	0.0900427	-0.00914069	0.128674	-0.0127146	0.17395	-0.0157119	0.223867	-0.0175262	0.274579	-0.0176583	0.319823	-0.0157848	0.350368	-0.0118051	0.353535	-0.00586495	0.312902	0.00165124	0.208305	0.0101599	0.0163238	0.0189531	-0.288576	0.0273036	-0.731995	0.0345921	-0.341403	0.0404385	-0.13656	0.0448074	-0.128427	0.048045	-0.120739	0.0508868	-0.11347	0.0533568	-0.106599	0.0554777	-0.100102	0.0572711	-0.0939592	0.0587573	-0.0881505	0.0599559	-0.0826571	0.0608849	-0.0774613	0.0615618	-0.0725463	0.0620029	-0.067896	0.0622237	-0.0634953	0.062239	-0.05933	0.0620626	-0.0553865	0.0617077	-0.0516518	0.0611866	-0.0481139	0.0605111	-0.0447613	0.0596923	-0.0415829	0.0587406	-0.0385687	0.057666	-0.0357087	0.0564778	-0.0329937	0.0551848	-0.0304151	0.0537955	-0.0279645	0.0523175	-0.0256341	0.0507584	-0.0234166	0.0491251	-0.021305	0.0474243	-0.0192927	0.0456621	-0.0173735	0.0438444	-0.0155414	0.0419767	-0.013791	0.0400641	-0.012117	0.0381117	-0.0105144	0.0361238	-0.00897854	0.0341049	-0.00750508	0.0320591	-0.00608984	0.02999	-0.0047289	0.0279013	-0.00341856	0.0257963	-0.00215536	0.0236782	-0.000936021	0.0215498	0.000242536	0.019414	0.00138321	0.0172733	0.00248873	0.0151301	0.00356166	0.0129866	0.00460441	0.0108449	0.00561924	0.008707	0.00660828	0.00657467	0.00757352	0.00444961	0.00851684	0.00233336	0.00943997	0.000227383	0.0103446	-0.00186699	0.0112322	-0.00394851	0.0121042	-0.00601604	0.0129621	-0.00806854	0.013807	-0.010105	0.0146401	-0.0121246	0.0154625	-0.0141265	0.0162753	-0.01611	0.0170793	-0.0180744	0.0178755	-0.020019	0.0186647	-0.0219434	0.0194476	-0.0238471	0.020225	-0.0257296	0.0209974	-0.0275905	0.0217656	-0.0294295	0.02253	-0.0312463	0.0232912	-0.0330407	0.0240497	-0.0348124	0.0248058	-0.0365612	0.02556	-0.0382871	0.0263126	-0.0399898	0.0270639	-0.0416694	0.0278144	-0.0433257	0.0285641	-0.0449588	0.0293134	-0.0465685	0.0300625	-0.0481551	0.0308115	-0.0497184	0.0315607	-0.0512585	0.0323102	-0.0527756	0.0330601	-0.0542697	0.0338106	-0.0557409	0.0345617	-0.0571894	
